2023-03-29 07:32:25,869 RoidedHolehe initialised!
2023-03-29 08:18:29,384 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
2023-03-29 08:18:30,568 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
2023-03-29 08:18:31,877 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
2023-03-29 08:18:32,406 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
2023-03-29 08:18:33,494 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
2023-03-29 08:18:34,372 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 500 Internal Server Error"
2023-03-29 08:18:36,051 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
2023-03-29 08:18:36,825 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
2023-03-29 08:18:37,325 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
2023-03-29 08:18:37,985 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
2023-03-29 08:18:39,111 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
2023-03-29 08:18:39,419 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dsad@gmail.com "HTTP/1.1 200 "
2023-03-29 08:18:40,292 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
2023-03-29 08:18:41,278 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/wefsd@gdas.com "HTTP/1.1 200 "
2023-03-29 08:18:41,981 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
2023-03-29 08:18:42,979 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dsawqe@gmail.com "HTTP/1.1 200 "
2023-03-29 08:18:43,926 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
2023-03-29 08:18:45,156 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dfafs@yahoo.com "HTTP/1.1 200 "
2023-03-29 08:18:49,853 RoidedHolehe closed!
2023-03-29 08:30:19,598 RoidedHolehe initialised!
on 0: 2023-03-29 08:30:52,706 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 400 Bad Request"
on 1: 2023-03-29 08:30:53,260 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 400 Bad Request"
on 2: 2023-03-29 08:30:53,751 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 400 Bad Request"
on 3: 2023-03-29 08:30:54,112 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 400 Bad Request"
on 0: 2023-03-29 08:30:55,337 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 1: 2023-03-29 08:30:56,414 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 2: 2023-03-29 08:30:57,481 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 3: 2023-03-29 08:30:58,578 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 0: 2023-03-29 08:30:59,942 HTTP Request: GET https://axonaut.com/onboarding/?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:31:00,762 HTTP Request: GET https://axonaut.com/onboarding/?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:31:02,006 HTTP Request: GET https://axonaut.com/onboarding/?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:31:03,047 HTTP Request: GET https://axonaut.com/onboarding/?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:31:04,628 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:31:05,996 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:31:07,365 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:31:08,770 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:31:09,953 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:31:11,079 HTTP Request: GET https://www.nimble.com/lib/register.php?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:31:12,173 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:31:13,136 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:31:14,463 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:31:15,516 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:31:16,565 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:31:17,751 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:31:19,393 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:31:20,828 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:31:22,010 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:31:23,226 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:31:24,395 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 500 Internal Server Error"
on 1: 2023-03-29 08:31:25,254 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 500 Internal Server Error"
on 2: 2023-03-29 08:31:26,525 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 3: 2023-03-29 08:31:27,060 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 0: 2023-03-29 08:31:28,040 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 1: 2023-03-29 08:31:29,176 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 2: 2023-03-29 08:31:29,932 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 3: 2023-03-29 08:31:30,728 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 0: 2023-03-29 08:31:31,874 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 0: 2023-03-29 08:31:32,161 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dsad@gmail.com "HTTP/1.1 200 "
on 1: 2023-03-29 08:31:33,028 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 1: 2023-03-29 08:31:34,227 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/wefsd@gdas.com "HTTP/1.1 200 "
on 2: 2023-03-29 08:31:35,061 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 2: 2023-03-29 08:31:36,304 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dsawqe@gmail.com "HTTP/1.1 200 "
on 3: 2023-03-29 08:31:37,136 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 3: 2023-03-29 08:31:38,389 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dfafs@yahoo.com "HTTP/1.1 200 "
2023-03-29 08:32:16,411 RoidedHolehe closed!
2023-03-29 08:32:35,793 RoidedHolehe initialised!
on 0: 2023-03-29 08:33:09,935 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 400 Bad Request"
on 1: 2023-03-29 08:33:10,437 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 400 Bad Request"
on 2: 2023-03-29 08:33:10,821 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 483 "
on 3: 2023-03-29 08:33:11,309 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 483 "
on 0: 2023-03-29 08:33:12,381 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 1: 2023-03-29 08:33:13,511 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 2: 2023-03-29 08:33:14,584 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 3: 2023-03-29 08:33:15,727 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 0: 2023-03-29 08:33:16,656 HTTP Request: GET https://axonaut.com/onboarding/?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:33:17,581 HTTP Request: GET https://axonaut.com/onboarding/?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:33:18,453 HTTP Request: GET https://axonaut.com/onboarding/?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:33:19,635 HTTP Request: GET https://axonaut.com/onboarding/?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:33:21,220 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:33:22,575 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:33:23,947 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:33:25,275 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:33:26,229 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:33:27,246 HTTP Request: GET https://www.nimble.com/lib/register.php?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:33:28,345 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:33:29,296 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:33:30,669 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:33:31,830 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:33:32,988 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:33:34,169 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:33:35,978 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:33:37,110 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:33:38,263 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:33:39,412 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:33:40,675 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 1: 2023-03-29 08:33:41,232 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 2: 2023-03-29 08:33:41,695 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 3: 2023-03-29 08:33:42,248 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 0: 2023-03-29 08:33:43,239 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 1: 2023-03-29 08:33:43,639 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 2: 2023-03-29 08:33:44,304 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 3: 2023-03-29 08:33:45,104 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 0: 2023-03-29 08:33:46,238 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 0: 2023-03-29 08:33:46,521 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dsad@gmail.com "HTTP/1.1 200 "
on 1: 2023-03-29 08:33:47,340 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 1: 2023-03-29 08:33:48,328 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/wefsd@gdas.com "HTTP/1.1 200 "
on 2: 2023-03-29 08:33:49,285 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 2: 2023-03-29 08:33:50,550 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dsawqe@gmail.com "HTTP/1.1 200 "
on 3: 2023-03-29 08:33:51,577 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 3: 2023-03-29 08:33:52,585 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dfafs@yahoo.com "HTTP/1.1 200 "
2023-03-29 08:36:05,996 RoidedHolehe closed!
2023-03-29 08:39:55,772 RoidedHolehe initialised!
on 0: 2023-03-29 08:40:16,362 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 483 "
on 1: 2023-03-29 08:40:16,578 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 429 Too Many Requests"
on 2: 2023-03-29 08:40:16,678 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 429 Too Many Requests"
on 3: 2023-03-29 08:40:16,772 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 429 Too Many Requests"
on 0: 2023-03-29 08:40:17,865 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 1: 2023-03-29 08:40:18,983 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 2: 2023-03-29 08:40:20,347 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 3: 2023-03-29 08:40:21,444 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 0: 2023-03-29 08:40:23,065 HTTP Request: GET https://axonaut.com/onboarding/?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:40:23,986 HTTP Request: GET https://axonaut.com/onboarding/?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:40:25,010 HTTP Request: GET https://axonaut.com/onboarding/?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:40:26,053 HTTP Request: GET https://axonaut.com/onboarding/?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:40:27,711 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:40:29,053 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:40:30,435 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:40:31,833 HTTP Request: POST https://accounts.insightly.com/signup/isemailvalid "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:40:33,120 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:40:34,227 HTTP Request: GET https://www.nimble.com/lib/register.php?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:40:35,361 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:40:36,503 HTTP Request: GET https://www.nimble.com/lib/register.php?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:40:37,847 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:40:38,980 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:40:40,051 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:40:41,242 HTTP Request: POST https://app.nutshell.com/auth "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:40:42,901 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:40:44,163 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=wefsd@gdas.com "HTTP/1.1 200 OK"
on 2: 2023-03-29 08:40:45,393 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dsawqe@gmail.com "HTTP/1.1 200 OK"
on 3: 2023-03-29 08:40:46,604 HTTP Request: GET https://register.nocrm.io/register/check_trial_duplicate?email=dfafs@yahoo.com "HTTP/1.1 200 OK"
on 0: 2023-03-29 08:40:48,067 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 1: 2023-03-29 08:40:48,494 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 2: 2023-03-29 08:40:49,796 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 3: 2023-03-29 08:40:50,359 HTTP Request: POST https://app.pipedrive.com/signup-service/start "HTTP/1.1 404 Not Found"
on 0: 2023-03-29 08:40:51,914 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 1: 2023-03-29 08:40:53,055 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 2: 2023-03-29 08:40:53,475 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 3: 2023-03-29 08:40:54,275 HTTP Request: POST https://focus.teamleader.eu/app/emails/availability "HTTP/1.1 404 Not Found"
on 0: 2023-03-29 08:40:55,437 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 0: 2023-03-29 08:40:55,734 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dsad@gmail.com "HTTP/1.1 200 "
on 1: 2023-03-29 08:40:56,551 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 1: 2023-03-29 08:40:57,788 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/wefsd@gdas.com "HTTP/1.1 200 "
on 2: 2023-03-29 08:40:58,749 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 2: 2023-03-29 08:40:59,745 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dsawqe@gmail.com "HTTP/1.1 200 "
on 3: 2023-03-29 08:41:00,677 HTTP Request: GET https://accounts.zoho.com/register "HTTP/1.1 200 "
on 3: 2023-03-29 08:41:01,679 HTTP Request: POST https://accounts.zoho.com/signin/v2/lookup/dfafs@yahoo.com "HTTP/1.1 200 "
2023-03-29 08:41:15,703 RoidedHolehe closed!
2023-03-29 08:42:43,549 RoidedHolehe initialised!
on 0: 2023-03-29 08:43:18,754 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 483 "
on 1: 2023-03-29 08:43:19,003 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 429 Too Many Requests"
on 2: 2023-03-29 08:43:19,231 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 429 Too Many Requests"
on 3: 2023-03-29 08:43:19,521 HTTP Request: POST https://api.hubspot.com/login-api/v1/login "HTTP/1.1 429 Too Many Requests"
on 0: 2023-03-29 08:43:20,889 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 1: 2023-03-29 08:43:21,970 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 2: 2023-03-29 08:43:23,038 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 3: 2023-03-29 08:43:24,187 HTTP Request: POST https://www.amocrm.com/account/check_login.php "HTTP/1.1 301 Moved Permanently"
on 0: 2023-03-29 08:43:25,091 HTTP Request: GET https://axonaut.com/onboarding/?email=dsad@gmail.com "HTTP/1.1 200 OK"
on 1: 2023-03-29 08:43:26,159 HTTP Request: GET https://axonaut.com/onboarding/?email=wefsd@gdas.com "HTTP/1.1 200 OK"
